Subject,property,Predicate,value,Object,graph,Subject_stripped
https://w3id.org/APD/glossary,description,http://purl.org/dc/terms/description,"AusTraits is an open-source, harmonized database of Australian plant trait data. It synthesises data on nearly 500 traits across more than 30,000 taxa from field campaigns, published literature, taxonomic monographs, and individual taxon descriptions. Begun in 2016 as an initiative between three lab groups, it has grown to be the largest collation of plant trait data for Australian plants. AusTraits integrates plant trait data collected by researchers from diverse disciplines, including functional plant biology, plant physiology, plant taxonomy, and conservation biology. By harmonizing and error checking values, linking all AusTraits data entries to detailed metadata, and documenting trait and trait values definitions, AusTraits is a resource researchers can trust and use for their research agendas with minimal additional filtering or manipulations.",NA,.,https://w3id.org/APD/glossary
https://w3id.org/APD/glossary,license,http://purl.org/dc/terms/license,https://creativecommons.org/licenses/by/4.0/,"https://creativecommons.org/licenses/by/4.0/""^^xsd:anyURI",.,https://w3id.org/APD/glossary
https://w3id.org/APD/glossary,publisher,http://purl.org/dc/terms/publisher,https://austraits.org/,"https://austraits.org/""^^xsd:anyURI",.,https://w3id.org/APD/glossary
https://w3id.org/APD/glossary,license,http://purl.org/dc/terms/license,https://creativecommons.org/licenses/by/4.0/,"https://creativecommons.org/licenses/by/4.0/""^^xsd:anyURI",.,https://w3id.org/APD/glossary
https://w3id.org/APD/glossary,publisher,http://purl.org/dc/terms/publisher,https://austraits.org/,"https://austraits.org/""^^xsd:anyURI",.,https://w3id.org/APD/glossary
https://w3id.org/APD/glossary,title,http://purl.org/dc/terms/title,AusTraits Plant Dictionary glossary,NA,.,https://w3id.org/APD/glossary
https://w3id.org/APD/glossary,preferred label,http://www.w3.org/2004/02/skos/core#prefLabel,AusTraits Plant Dictionary glossary,NA,.,https://w3id.org/APD/glossary
https://w3id.org/APD/traits,description,http://purl.org/dc/terms/description,"AusTraits is an open-source, harmonized database of Australian plant trait data. It synthesises data on nearly 500 traits across more than 30,000 taxa from field campaigns, published literature, taxonomic monographs, and individual taxon descriptions. Begun in 2016 as an initiative between three lab groups, it has grown to be the largest collation of plant trait data for Australian plants. AusTraits integrates plant trait data collected by researchers from diverse disciplines, including functional plant biology, plant physiology, plant taxonomy, and conservation biology. By harmonizing and error checking values, linking all AusTraits data entries to detailed metadata, and documenting trait and trait values definitions, AusTraits is a resource researchers can trust and use for their research agendas with minimal additional filtering or manipulations.",NA,.,https://w3id.org/APD/traits
https://w3id.org/APD/traits,license,http://purl.org/dc/terms/license,https://creativecommons.org/licenses/by/4.0/,"https://creativecommons.org/licenses/by/4.0/""^^xsd:anyURI",.,https://w3id.org/APD/traits
https://w3id.org/APD/traits,publisher,http://purl.org/dc/terms/publisher,https://austraits.org/,"https://austraits.org/""^^xsd:anyURI",.,https://w3id.org/APD/traits
https://w3id.org/APD/traits,license,http://purl.org/dc/terms/license,https://creativecommons.org/licenses/by/4.0/,"https://creativecommons.org/licenses/by/4.0/""^^xsd:anyURI",.,https://w3id.org/APD/traits
https://w3id.org/APD/traits,publisher,http://purl.org/dc/terms/publisher,https://austraits.org/,"https://austraits.org/""^^xsd:anyURI",.,https://w3id.org/APD/traits
https://w3id.org/APD/traits,title,http://purl.org/dc/terms/title,AusTraits Plant Dictionary traits,NA,.,https://w3id.org/APD/traits
https://w3id.org/APD/traits,preferred label,http://www.w3.org/2004/02/skos/core#prefLabel,AusTraits Plant Dictionary traits,NA,.,https://w3id.org/APD/traits
https://w3id.org/APD/traits,has top concept,http://www.w3.org/2004/02/skos/core#hasTopConcept,https://w3id.org/APD/traits/trait_group_0000000,https://w3id.org/APD/traits/trait_group_0000000,.,https://w3id.org/APD/traits
https://w3id.org/APD/traits/trait_group_0000000,top concept of,http://www.w3.org/2004/02/skos/core#topConceptOf,https://w3id.org/APD/traits,https://w3id.org/APD/traits,.,https://w3id.org/APD/traits/trait_group_0000000
https://w3id.org/APD/glossary,has top concept,http://www.w3.org/2004/02/skos/core#hasTopConcept,accessory cost,https://w3id.org/APD/glossary/glossary_40004,.,https://w3id.org/APD/glossary
https://w3id.org/APD/glossary,has top concept,http://www.w3.org/2004/02/skos/core#hasTopConcept,ambient photosynthetic rate,https://w3id.org/APD/glossary/glossary_40006,.,https://w3id.org/APD/glossary
https://w3id.org/APD/glossary,has top concept,http://www.w3.org/2004/02/skos/core#hasTopConcept,bark water content,https://w3id.org/APD/glossary/glossary_40014,.,https://w3id.org/APD/glossary
https://w3id.org/APD/glossary,has top concept,http://www.w3.org/2004/02/skos/core#hasTopConcept,coarse root,https://w3id.org/APD/glossary/glossary_40026,.,https://w3id.org/APD/glossary
https://w3id.org/APD/glossary,has top concept,http://www.w3.org/2004/02/skos/core#hasTopConcept,ignition,https://w3id.org/APD/glossary/glossary_40040,.,https://w3id.org/APD/glossary
https://w3id.org/APD/glossary,has top concept,http://www.w3.org/2004/02/skos/core#hasTopConcept,fresh mass,https://w3id.org/APD/glossary/glossary_40044,.,https://w3id.org/APD/glossary
https://w3id.org/APD/glossary,has top concept,http://www.w3.org/2004/02/skos/core#hasTopConcept,leaf water content,https://w3id.org/APD/glossary/glossary_40050,.,https://w3id.org/APD/glossary
https://w3id.org/APD/glossary,has top concept,http://www.w3.org/2004/02/skos/core#hasTopConcept,"maximum photosynthetic rate, Amax",https://w3id.org/APD/glossary/glossary_40058,.,https://w3id.org/APD/glossary
https://w3id.org/APD/glossary,has top concept,http://www.w3.org/2004/02/skos/core#hasTopConcept,merism,https://w3id.org/APD/glossary/glossary_40060,.,https://w3id.org/APD/glossary
https://w3id.org/APD/glossary,has top concept,http://www.w3.org/2004/02/skos/core#hasTopConcept,non-structural carbohydrates,https://w3id.org/APD/glossary/glossary_40062,.,https://w3id.org/APD/glossary
https://w3id.org/APD/glossary,has top concept,http://www.w3.org/2004/02/skos/core#hasTopConcept,pendulous,https://w3id.org/APD/glossary/glossary_40066,.,https://w3id.org/APD/glossary
https://w3id.org/APD/glossary,has top concept,http://www.w3.org/2004/02/skos/core#hasTopConcept,per unit mass,https://w3id.org/APD/glossary/glossary_40068,.,https://w3id.org/APD/glossary
https://w3id.org/APD/glossary,has top concept,http://www.w3.org/2004/02/skos/core#hasTopConcept,placentation,https://w3id.org/APD/glossary/glossary_40074,.,https://w3id.org/APD/glossary
https://w3id.org/APD/glossary,has top concept,http://www.w3.org/2004/02/skos/core#hasTopConcept,whole plant leaf dry mass,https://w3id.org/APD/glossary/glossary_40076,.,https://w3id.org/APD/glossary
https://w3id.org/APD/glossary,has top concept,http://www.w3.org/2004/02/skos/core#hasTopConcept,whole plant stem dry mass,https://w3id.org/APD/glossary/glossary_40080,.,https://w3id.org/APD/glossary
https://w3id.org/APD/glossary,has top concept,http://www.w3.org/2004/02/skos/core#hasTopConcept,whole plant dry mass,https://w3id.org/APD/glossary/glossary_40081,.,https://w3id.org/APD/glossary
https://w3id.org/APD/glossary,has top concept,http://www.w3.org/2004/02/skos/core#hasTopConcept,pollinator,https://w3id.org/APD/glossary/glossary_40086,.,https://w3id.org/APD/glossary
https://w3id.org/APD/glossary,has top concept,http://www.w3.org/2004/02/skos/core#hasTopConcept,punch,https://w3id.org/APD/glossary/glossary_40088,.,https://w3id.org/APD/glossary
https://w3id.org/APD/glossary,has top concept,http://www.w3.org/2004/02/skos/core#hasTopConcept,"saturated photosynthetic rate, Asat",https://w3id.org/APD/glossary/glossary_40092,.,https://w3id.org/APD/glossary
https://w3id.org/APD/glossary,has top concept,http://www.w3.org/2004/02/skos/core#hasTopConcept,smoulder combustion,https://w3id.org/APD/glossary/glossary_40094,.,https://w3id.org/APD/glossary
https://w3id.org/APD/glossary,has top concept,http://www.w3.org/2004/02/skos/core#hasTopConcept,sugar,https://w3id.org/APD/glossary/glossary_40106,.,https://w3id.org/APD/glossary
https://w3id.org/APD/glossary,has top concept,http://www.w3.org/2004/02/skos/core#hasTopConcept,vessel lumen,https://w3id.org/APD/glossary/glossary_40112,.,https://w3id.org/APD/glossary
https://w3id.org/APD/glossary,has top concept,http://www.w3.org/2004/02/skos/core#hasTopConcept,vestiture,https://w3id.org/APD/glossary/glossary_40114,.,https://w3id.org/APD/glossary
https://w3id.org/APD/glossary,has top concept,http://www.w3.org/2004/02/skos/core#hasTopConcept,pressure-volume curve,https://w3id.org/APD/glossary/glossary_40124,.,https://w3id.org/APD/glossary
https://w3id.org/APD/traits/trait_group_0000000,identifier,http://purl.org/dc/terms/identifier,trait_group_0000000,NA,.,https://w3id.org/APD/traits/trait_group_0000000
https://w3id.org/APD/traits/trait_group_0000000,preferred label,http://www.w3.org/2004/02/skos/core#prefLabel,plant trait,NA,.,https://w3id.org/APD/traits/trait_group_0000000
https://w3id.org/APD/traits/trait_group_0000000,description,http://purl.org/dc/terms/description,"A measurable or observable characteristic of a cellular component [GO:0005575], biological process [GO:0008150] or molecular function [GO:0003674] that is part of, or has participant a plant anatomical entity [PO:0025131] and/or a plant structure development stage [PO:0009012]. This includes physiological, molecular and biochemical traits as well.",NA,.,https://w3id.org/APD/traits/trait_group_0000000
https://w3id.org/APD/traits/trait_group_0000000,has exact match,http://www.w3.org/2004/02/skos/core#exactMatch,plant trait,http://purl.obolibrary.org/obo/TO_0000387,.,https://w3id.org/APD/traits/trait_group_0000000
https://w3id.org/APD/traits/trait_group_0000000,definition,http://www.w3.org/2004/02/skos/core#definition,"A measurable or observable characteristic of a cellular component [GO:0005575], biological process [GO:0008150] or molecular function [GO:0003674] that is part of, or has participant a plant anatomical entity [PO:0025131] and/or a plant structure development stage [PO:0009012]. This includes physiological, molecular and biochemical traits as well.",NA,.,https://w3id.org/APD/traits/trait_group_0000000
https://w3id.org/APD/traits/trait_group_0000000,is in scheme,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/APD/traits,https://w3id.org/APD/traits,.,https://w3id.org/APD/traits/trait_group_0000000
https://w3id.org/APD/traits/trait_group_0000002,identifier,http://purl.org/dc/terms/identifier,trait_group_0000002,NA,.,https://w3id.org/APD/traits/trait_group_0000002
https://w3id.org/APD/traits/trait_group_0000002,preferred label,http://www.w3.org/2004/02/skos/core#prefLabel,biochemical trait,NA,.,https://w3id.org/APD/traits/trait_group_0000002
https://w3id.org/APD/traits/trait_group_0000002,description,http://purl.org/dc/terms/description,"A plant trait [TO:0000387] which is a quality of a chemical entity [CHEBI:24431], a plant metabolite [CHEBI:76924], or a molecular function [GO:0003674], which occurs in a cellular component [GO:0005575], plant anatomical entity [PO:0025131] or during a plant structure development stage [PO:0009012].",NA,.,https://w3id.org/APD/traits/trait_group_0000002
https://w3id.org/APD/traits/trait_group_0000002,has broader,http://www.w3.org/2004/02/skos/core#broader,plant trait,https://w3id.org/APD/traits/trait_group_0000000,.,https://w3id.org/APD/traits/trait_group_0000002
https://w3id.org/APD/traits/trait_group_0000002,has exact match,http://www.w3.org/2004/02/skos/core#exactMatch,biochemical trait,http://purl.obolibrary.org/obo/TO_0000277,.,https://w3id.org/APD/traits/trait_group_0000002
https://w3id.org/APD/traits/trait_group_0000002,definition,http://www.w3.org/2004/02/skos/core#definition,"A plant trait [TO:0000387] which is a quality of a chemical entity [CHEBI:24431], a plant metabolite [CHEBI:76924], or a molecular function [GO:0003674], which occurs in a cellular component [GO:0005575], plant anatomical entity [PO:0025131] or during a plant structure development stage [PO:0009012].",NA,.,https://w3id.org/APD/traits/trait_group_0000002
https://w3id.org/APD/traits/trait_group_0000002,is in scheme,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/APD/traits,https://w3id.org/APD/traits,.,https://w3id.org/APD/traits/trait_group_0000002
https://w3id.org/APD/traits/trait_group_0000004,identifier,http://purl.org/dc/terms/identifier,trait_group_0000004,NA,.,https://w3id.org/APD/traits/trait_group_0000004
https://w3id.org/APD/traits/trait_group_0000004,preferred label,http://www.w3.org/2004/02/skos/core#prefLabel,mineral and ion content trait,NA,.,https://w3id.org/APD/traits/trait_group_0000004
https://w3id.org/APD/traits/trait_group_0000004,description,http://purl.org/dc/terms/description,A biochemical trait [TO:0000277] that is the amount of a particular mineral or ion constituent occurring in a plant anatomical entity [PO:0025131].,NA,.,https://w3id.org/APD/traits/trait_group_0000004
https://w3id.org/APD/traits/trait_group_0000004,has broader,http://www.w3.org/2004/02/skos/core#broader,biochemical trait,https://w3id.org/APD/traits/trait_group_0000002,.,https://w3id.org/APD/traits/trait_group_0000004
https://w3id.org/APD/traits/trait_group_0000004,has exact match,http://www.w3.org/2004/02/skos/core#exactMatch,mineral and ion content trait,http://purl.obolibrary.org/obo/TO_0000465,.,https://w3id.org/APD/traits/trait_group_0000004
https://w3id.org/APD/traits/trait_group_0000004,definition,http://www.w3.org/2004/02/skos/core#definition,A biochemical trait [TO:0000277] that is the amount of a particular mineral or ion constituent occurring in a plant anatomical entity [PO:0025131].,NA,.,https://w3id.org/APD/traits/trait_group_0000004
https://w3id.org/APD/traits/trait_group_0000004,is in scheme,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/APD/traits,https://w3id.org/APD/traits,.,https://w3id.org/APD/traits/trait_group_0000004
https://w3id.org/APD/traits/trait_group_0000006,identifier,http://purl.org/dc/terms/identifier,trait_group_0000006,NA,.,https://w3id.org/APD/traits/trait_group_0000006
https://w3id.org/APD/traits/trait_group_0000006,preferred label,http://www.w3.org/2004/02/skos/core#prefLabel,leaf mineral and ion content trait,NA,.,https://w3id.org/APD/traits/trait_group_0000006
https://w3id.org/APD/traits/trait_group_0000006,description,http://purl.org/dc/terms/description,A mineral and ion content trait which is measured on a leaf [PO:0025034].,NA,.,https://w3id.org/APD/traits/trait_group_0000006
https://w3id.org/APD/traits/trait_group_0000006,has broader,http://www.w3.org/2004/02/skos/core#broader,mineral and ion content trait,https://w3id.org/APD/traits/trait_group_0000004,.,https://w3id.org/APD/traits/trait_group_0000006
https://w3id.org/APD/traits/trait_group_0000006,definition,http://www.w3.org/2004/02/skos/core#definition,A mineral and ion content trait which is measured on a leaf [PO:0025034].,NA,.,https://w3id.org/APD/traits/trait_group_0000006
https://w3id.org/APD/traits/trait_group_0000006,is in scheme,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/APD/traits,https://w3id.org/APD/traits,.,https://w3id.org/APD/traits/trait_group_0000006
https://w3id.org/APD/traits/trait_group_0000008,identifier,http://purl.org/dc/terms/identifier,trait_group_0000008,NA,.,https://w3id.org/APD/traits/trait_group_0000008
https://w3id.org/APD/traits/trait_group_0000008,preferred label,http://www.w3.org/2004/02/skos/core#prefLabel,live leaf mineral and ion content trait,NA,.,https://w3id.org/APD/traits/trait_group_0000008
https://w3id.org/APD/traits/trait_group_0000008,description,http://purl.org/dc/terms/description,A mineral and ion content trait which is measured on a live [PATO:0001421] leaf [PO:0025034].,NA,.,https://w3id.org/APD/traits/trait_group_0000008
https://w3id.org/APD/traits/trait_group_0000008,has broader,http://www.w3.org/2004/02/skos/core#broader,leaf mineral and ion content trait,https://w3id.org/APD/traits/trait_group_0000006,.,https://w3id.org/APD/traits/trait_group_0000008
https://w3id.org/APD/traits/trait_group_0000008,definition,http://www.w3.org/2004/02/skos/core#definition,A mineral and ion content trait which is measured on a live [PATO:0001421] leaf [PO:0025034].,NA,.,https://w3id.org/APD/traits/trait_group_0000008
https://w3id.org/APD/traits/trait_group_0000008,is in scheme,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/APD/traits,https://w3id.org/APD/traits,.,https://w3id.org/APD/traits/trait_group_0000008
https://w3id.org/APD/traits/trait_group_0000108,identifier,http://purl.org/dc/terms/identifier,trait_group_0000108,NA,.,https://w3id.org/APD/traits/trait_group_0000108
https://w3id.org/APD/traits/trait_group_0000108,preferred label,http://www.w3.org/2004/02/skos/core#prefLabel,senesced leaf mineral and ion content trait,NA,.,https://w3id.org/APD/traits/trait_group_0000108
https://w3id.org/APD/traits/trait_group_0000108,description,http://purl.org/dc/terms/description,A mineral and ion content trait which is measured on a senescent [PATO:0001487] leaf [PO:0025034].,NA,.,https://w3id.org/APD/traits/trait_group_0000108
https://w3id.org/APD/traits/trait_group_0000108,has broader,http://www.w3.org/2004/02/skos/core#broader,leaf mineral and ion content trait,https://w3id.org/APD/traits/trait_group_0000006,.,https://w3id.org/APD/traits/trait_group_0000108
https://w3id.org/APD/traits/trait_group_0000108,definition,http://www.w3.org/2004/02/skos/core#definition,A mineral and ion content trait which is measured on a senescent [PATO:0001487] leaf [PO:0025034].,NA,.,https://w3id.org/APD/traits/trait_group_0000108
https://w3id.org/APD/traits/trait_group_0000108,is in scheme,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/APD/traits,https://w3id.org/APD/traits,.,https://w3id.org/APD/traits/trait_group_0000108
https://w3id.org/APD/traits/trait_group_0000206,identifier,http://purl.org/dc/terms/identifier,trait_group_0000206,NA,.,https://w3id.org/APD/traits/trait_group_0000206
https://w3id.org/APD/traits/trait_group_0000206,preferred label,http://www.w3.org/2004/02/skos/core#prefLabel,stem mineral and ion content trait,NA,.,https://w3id.org/APD/traits/trait_group_0000206
https://w3id.org/APD/traits/trait_group_0000206,description,http://purl.org/dc/terms/description,A mineral and ion content trait which is measured on a stem [PO:0009047].,NA,.,https://w3id.org/APD/traits/trait_group_0000206
https://w3id.org/APD/traits/trait_group_0000206,has broader,http://www.w3.org/2004/02/skos/core#broader,mineral and ion content trait,https://w3id.org/APD/traits/trait_group_0000004,.,https://w3id.org/APD/traits/trait_group_0000206
https://w3id.org/APD/traits/trait_group_0000206,definition,http://www.w3.org/2004/02/skos/core#definition,A mineral and ion content trait which is measured on a stem [PO:0009047].,NA,.,https://w3id.org/APD/traits/trait_group_0000206
https://w3id.org/APD/traits/trait_group_0000206,is in scheme,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/APD/traits,https://w3id.org/APD/traits,.,https://w3id.org/APD/traits/trait_group_0000206
https://w3id.org/APD/traits/trait_group_0000408,identifier,http://purl.org/dc/terms/identifier,trait_group_0000408,NA,.,https://w3id.org/APD/traits/trait_group_0000408
https://w3id.org/APD/traits/trait_group_0000408,preferred label,http://www.w3.org/2004/02/skos/core#prefLabel,wood mineral and ion content trait,NA,.,https://w3id.org/APD/traits/trait_group_0000408
https://w3id.org/APD/traits/trait_group_0000408,description,http://purl.org/dc/terms/description,A mineral and ion content trait which is measured on wood [NCIT:C93062].,NA,.,https://w3id.org/APD/traits/trait_group_0000408
https://w3id.org/APD/traits/trait_group_0000408,has broader,http://www.w3.org/2004/02/skos/core#broader,stem mineral and ion content trait,https://w3id.org/APD/traits/trait_group_0000206,.,https://w3id.org/APD/traits/trait_group_0000408
https://w3id.org/APD/traits/trait_group_0000408,definition,http://www.w3.org/2004/02/skos/core#definition,A mineral and ion content trait which is measured on wood [NCIT:C93062].,NA,.,https://w3id.org/APD/traits/trait_group_0000408
https://w3id.org/APD/traits/trait_group_0000408,is in scheme,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/APD/traits,https://w3id.org/APD/traits,.,https://w3id.org/APD/traits/trait_group_0000408
https://w3id.org/APD/traits/trait_group_0000508,identifier,http://purl.org/dc/terms/identifier,trait_group_0000508,NA,.,https://w3id.org/APD/traits/trait_group_0000508
https://w3id.org/APD/traits/trait_group_0000508,preferred label,http://www.w3.org/2004/02/skos/core#prefLabel,senesced wood mineral and ion content trait,NA,.,https://w3id.org/APD/traits/trait_group_0000508
https://w3id.org/APD/traits/trait_group_0000508,description,http://purl.org/dc/terms/description,A mineral and ion content trait which is measured on senescent [PATO:0001487] wood [NCIT:C93062].,NA,.,https://w3id.org/APD/traits/trait_group_0000508
https://w3id.org/APD/traits/trait_group_0000508,has broader,http://www.w3.org/2004/02/skos/core#broader,stem mineral and ion content trait,https://w3id.org/APD/traits/trait_group_0000206,.,https://w3id.org/APD/traits/trait_group_0000508
https://w3id.org/APD/traits/trait_group_0000508,definition,http://www.w3.org/2004/02/skos/core#definition,A mineral and ion content trait which is measured on senescent [PATO:0001487] wood [NCIT:C93062].,NA,.,https://w3id.org/APD/traits/trait_group_0000508
https://w3id.org/APD/traits/trait_group_0000508,is in scheme,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/APD/traits,https://w3id.org/APD/traits,.,https://w3id.org/APD/traits/trait_group_0000508
https://w3id.org/APD/traits/trait_group_0000608,identifier,http://purl.org/dc/terms/identifier,trait_group_0000608,NA,.,https://w3id.org/APD/traits/trait_group_0000608
https://w3id.org/APD/traits/trait_group_0000608,preferred label,http://www.w3.org/2004/02/skos/core#prefLabel,bark mineral and ion content trait,NA,.,https://w3id.org/APD/traits/trait_group_0000608
https://w3id.org/APD/traits/trait_group_0000608,description,http://purl.org/dc/terms/description,A mineral and ion content trait which is measured on bark [PO:0004518].,NA,.,https://w3id.org/APD/traits/trait_group_0000608
https://w3id.org/APD/traits/trait_group_0000608,has broader,http://www.w3.org/2004/02/skos/core#broader,mineral and ion content trait,https://w3id.org/APD/traits/trait_group_0000004,.,https://w3id.org/APD/traits/trait_group_0000608
https://w3id.org/APD/traits/trait_group_0000608,definition,http://www.w3.org/2004/02/skos/core#definition,A mineral and ion content trait which is measured on bark [PO:0004518].,NA,.,https://w3id.org/APD/traits/trait_group_0000608
https://w3id.org/APD/traits/trait_group_0000608,is in scheme,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/APD/traits,https://w3id.org/APD/traits,.,https://w3id.org/APD/traits/trait_group_0000608
https://w3id.org/APD/traits/trait_group_0000808,identifier,http://purl.org/dc/terms/identifier,trait_group_0000808,NA,.,https://w3id.org/APD/traits/trait_group_0000808
https://w3id.org/APD/traits/trait_group_0000808,preferred label,http://www.w3.org/2004/02/skos/core#prefLabel,root mineral and ion content trait,NA,.,https://w3id.org/APD/traits/trait_group_0000808
https://w3id.org/APD/traits/trait_group_0000808,description,http://purl.org/dc/terms/description,A mineral and ion content trait which is measured on a root [PO:0009005].,NA,.,https://w3id.org/APD/traits/trait_group_0000808
https://w3id.org/APD/traits/trait_group_0000808,has broader,http://www.w3.org/2004/02/skos/core#broader,mineral and ion content trait,https://w3id.org/APD/traits/trait_group_0000004,.,https://w3id.org/APD/traits/trait_group_0000808
https://w3id.org/APD/traits/trait_group_0000808,definition,http://www.w3.org/2004/02/skos/core#definition,A mineral and ion content trait which is measured on a root [PO:0009005].,NA,.,https://w3id.org/APD/traits/trait_group_0000808
https://w3id.org/APD/traits/trait_group_0000808,is in scheme,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/APD/traits,https://w3id.org/APD/traits,.,https://w3id.org/APD/traits/trait_group_0000808
https://w3id.org/APD/traits/trait_group_0001006,identifier,http://purl.org/dc/terms/identifier,trait_group_0001006,NA,.,https://w3id.org/APD/traits/trait_group_0001006
https://w3id.org/APD/traits/trait_group_0001006,preferred label,http://www.w3.org/2004/02/skos/core#prefLabel,reproductive shoot system mineral and ion content trait,NA,.,https://w3id.org/APD/traits/trait_group_0001006
https://w3id.org/APD/traits/trait_group_0001006,description,http://purl.org/dc/terms/description,A mineral and ion content trait which is measured on the reproductive shoot system [PO:0025082].,NA,.,https://w3id.org/APD/traits/trait_group_0001006
https://w3id.org/APD/traits/trait_group_0001006,has broader,http://www.w3.org/2004/02/skos/core#broader,mineral and ion content trait,https://w3id.org/APD/traits/trait_group_0000004,.,https://w3id.org/APD/traits/trait_group_0001006
https://w3id.org/APD/traits/trait_group_0001006,definition,http://www.w3.org/2004/02/skos/core#definition,A mineral and ion content trait which is measured on the reproductive shoot system [PO:0025082].,NA,.,https://w3id.org/APD/traits/trait_group_0001006
https://w3id.org/APD/traits/trait_group_0001006,is in scheme,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/APD/traits,https://w3id.org/APD/traits,.,https://w3id.org/APD/traits/trait_group_0001006
https://w3id.org/APD/traits/trait_group_0001502,identifier,http://purl.org/dc/terms/identifier,trait_group_0001502,NA,.,https://w3id.org/APD/traits/trait_group_0001502
https://w3id.org/APD/traits/trait_group_0001502,preferred label,http://www.w3.org/2004/02/skos/core#prefLabel,cell or tissue mineral and ion content trait,NA,.,https://w3id.org/APD/traits/trait_group_0001502
https://w3id.org/APD/traits/trait_group_0001502,description,http://purl.org/dc/terms/description,A mineral and ion content trait which is measured on an individual tissue [CARO:0000043] type or cell [CL:0000000] type.,NA,.,https://w3id.org/APD/traits/trait_group_0001502
https://w3id.org/APD/traits/trait_group_0001502,has broader,http://www.w3.org/2004/02/skos/core#broader,mineral and ion content trait,https://w3id.org/APD/traits/trait_group_0000004,.,https://w3id.org/APD/traits/trait_group_0001502
https://w3id.org/APD/traits/trait_group_0001502,definition,http://www.w3.org/2004/02/skos/core#definition,A mineral and ion content trait which is measured on an individual tissue [CARO:0000043] type or cell [CL:0000000] type.,NA,.,https://w3id.org/APD/traits/trait_group_0001502
https://w3id.org/APD/traits/trait_group_0001502,is in scheme,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/APD/traits,https://w3id.org/APD/traits,.,https://w3id.org/APD/traits/trait_group_0001502
https://w3id.org/APD/traits/trait_group_0002004,identifier,http://purl.org/dc/terms/identifier,trait_group_0002004,NA,.,https://w3id.org/APD/traits/trait_group_0002004
https://w3id.org/APD/traits/trait_group_0002004,preferred label,http://www.w3.org/2004/02/skos/core#prefLabel,metabolite content trait,NA,.,https://w3id.org/APD/traits/trait_group_0002004
https://w3id.org/APD/traits/trait_group_0002004,description,http://purl.org/dc/terms/description,The trait associated with an assay to determine the affected metabolites profile.,NA,.,https://w3id.org/APD/traits/trait_group_0002004
https://w3id.org/APD/traits/trait_group_0002004,has broader,http://www.w3.org/2004/02/skos/core#broader,biochemical trait,https://w3id.org/APD/traits/trait_group_0000002,.,https://w3id.org/APD/traits/trait_group_0002004
https://w3id.org/APD/traits/trait_group_0002004,has exact match,http://www.w3.org/2004/02/skos/core#exactMatch,metabolite content trait,http://purl.obolibrary.org/obo/TO_0000281,.,https://w3id.org/APD/traits/trait_group_0002004
https://w3id.org/APD/traits/trait_group_0002004,definition,http://www.w3.org/2004/02/skos/core#definition,The trait associated with an assay to determine the affected metabolites profile.,NA,.,https://w3id.org/APD/traits/trait_group_0002004
https://w3id.org/APD/traits/trait_group_0002004,is in scheme,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/APD/traits,https://w3id.org/APD/traits,.,https://w3id.org/APD/traits/trait_group_0002004
https://w3id.org/APD/traits/trait_group_0002005,identifier,http://purl.org/dc/terms/identifier,trait_group_0002005,NA,.,https://w3id.org/APD/traits/trait_group_0002005
https://w3id.org/APD/traits/trait_group_0002005,preferred label,http://www.w3.org/2004/02/skos/core#prefLabel,carbohydrate content trait,NA,.,https://w3id.org/APD/traits/trait_group_0002005
https://w3id.org/APD/traits/trait_group_0002005,description,http://purl.org/dc/terms/description,A metabolite content trait [TO:0000281] which is the amount of carbohydrate [CHEBI:16646] in a plant structure [PO:0009011].,NA,.,https://w3id.org/APD/traits/trait_group_0002005
https://w3id.org/APD/traits/trait_group_0002005,has broader,http://www.w3.org/2004/02/skos/core#broader,metabolite content trait,https://w3id.org/APD/traits/trait_group_0002004,.,https://w3id.org/APD/traits/trait_group_0002005
https://w3id.org/APD/traits/trait_group_0002005,has exact match,http://www.w3.org/2004/02/skos/core#exactMatch,carbohydrate content,http://purl.obolibrary.org/obo/TO_0000291,.,https://w3id.org/APD/traits/trait_group_0002005
https://w3id.org/APD/traits/trait_group_0002005,definition,http://www.w3.org/2004/02/skos/core#definition,A metabolite content trait [TO:0000281] which is the amount of carbohydrate [CHEBI:16646] in a plant structure [PO:0009011].,NA,.,https://w3id.org/APD/traits/trait_group_0002005
https://w3id.org/APD/traits/trait_group_0002005,is in scheme,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/APD/traits,https://w3id.org/APD/traits,.,https://w3id.org/APD/traits/trait_group_0002005
