Subject,Predicate,Object
<https://github.com/traitecoevo/APD/0030315>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/PO_0006079>
<https://github.com/traitecoevo/APD/0030315>,<http://semanticscience.org/resource/SIO_000147>,<http://vocabs.lter-europe.net/EnvThes/20373>
<https://github.com/traitecoevo/APD/0030315>,<http://semanticscience.org/resource/SIO_000147>,<http://cerrado.linkeddata.es/ecology/fire#PlantResprout>
<https://github.com/traitecoevo/APD/0030315>,<http://semanticscience.org/resource/SIO_000147>,<http://vocabs.lter-europe.net/EnvThes/21488>
<https://github.com/traitecoevo/APD/0030315>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/ENVO_01000203>
<https://github.com/traitecoevo/APD/0030315>,<http://semanticscience.org/resource/SIO_000147>,<http://vocabs.lter-europe.net/EnvThes/21064>
<https://github.com/traitecoevo/APD/0030315>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'Resprouting capacity after disturbances [BROT:33] (http://doi.org/10.1038/sdata.2018.135)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030315>,<http://www.w3.org/2004/02/skos/core#closeMatch>,'Resprouting capacity after clipping [BROT:32] (http://doi.org/10.1038/sdata.2018.135)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030410>,<http://www.w3.org/2004/02/skos/core#altLabel>,'reproductive_maturity'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030410>,<http://www.w3.org/2000/01/rdf-schema#label>,'Age of reproductive maturity'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030410>,<http://purl.org/dc/terms/description>,"'The age [NCIT:C25150] of a plant when it first sets seeds, which is the time interval (duration) [PATO:0001309] between seed germination [GO:0009845] and when a plant [PO:0000003] first reaches flowering stage [PO:0007616], indicating it is mature [PATO:0001701] and capable of sexual reproduction [GO:0000003].'@en"
<https://github.com/traitecoevo/APD/0030410>,<http://purl.org/dc/terms/description>,"'Age of plants when they first flower and are able to set seed, marking reproductive maturity.'@en"
<https://github.com/traitecoevo/APD/0030410>,<http://www.w3.org/2004/02/skos/core#inScheme>,'https://github.com/traitecoevo/APD'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030410>,<http://terminologies.gfbio.org/terms/ETS/valueType>,<http://purl.obolibrary.org/obo/STATO_0000251>
<https://github.com/traitecoevo/APD/0030410>,<http://terminologies.gfbio.org/terms/ETS/minAllowedValue>,'0'^^[xsd:double]
<https://github.com/traitecoevo/APD/0030410>,<http://terminologies.gfbio.org/terms/ETS/maxAllowedValue>,'1000'^^[xsd:double]
<https://github.com/traitecoevo/APD/0030410>,<http://terminologies.gfbio.org/terms/ETS/expectedUnit>,'a'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030410>,<https://w3id.org/uom/UCUM_code>,'a'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030410>,<http://terminologies.gfbio.org/terms/ETS/expectedUnit>,<https://w3id.org/uom/a>
<https://github.com/traitecoevo/APD/0030410>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0030008>
<https://github.com/traitecoevo/APD/0030410>,<http://purl.org/dc/terms/created>,'14/07/2021'^^[xsd:date]
<https://github.com/traitecoevo/APD/0030410>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0000003>
<https://github.com/traitecoevo/APD/0030410>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/NCIT_C25150>
<https://github.com/traitecoevo/APD/0030410>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0001309>
<https://github.com/traitecoevo/APD/0030410>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0001995>
<https://github.com/traitecoevo/APD/0030410>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/GO_0000003>
<https://github.com/traitecoevo/APD/0030410>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/PO_0007616>
<https://github.com/traitecoevo/APD/0030410>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/PATO_0000261>
<https://github.com/traitecoevo/APD/0030410>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'whole plant primary juvenile period length [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030410>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'Age at maturity of saplings [BROT:42] (http://doi.org/10.1038/sdata.2018.135)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030411>,<http://www.w3.org/2004/02/skos/core#altLabel>,'reproductive_maturity_secondary_after_fire'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030411>,<http://www.w3.org/2000/01/rdf-schema#label>,"'Age of secondary reprodctive maturity, post-fire'^^[xsd:string]"
<https://github.com/traitecoevo/APD/0030411>,<http://purl.org/dc/terms/description>,'The time interval (duration) [PATO:0001309] between a fire [ENVO:01000786] and when a mature [PATO_0001701] plant [PO:0000003] that survives [EnvThes:21064] the disturbance event [EnvThes:20373] again reaches flowering stage [PO:0007616].'@en
<https://github.com/traitecoevo/APD/0030411>,<http://purl.org/dc/terms/description>,"'The time interval between a fire and when a mature plant that survives the fire and resprouts, again flowers, indicating it has again reached reproductive maturity.'@en"
<https://github.com/traitecoevo/APD/0030411>,<http://www.w3.org/2004/02/skos/core#inScheme>,'https://github.com/traitecoevo/APD'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030411>,<http://terminologies.gfbio.org/terms/ETS/valueType>,<http://purl.obolibrary.org/obo/STATO_0000251>
<https://github.com/traitecoevo/APD/0030411>,<http://terminologies.gfbio.org/terms/ETS/minAllowedValue>,'0.1'^^[xsd:double]
<https://github.com/traitecoevo/APD/0030411>,<http://terminologies.gfbio.org/terms/ETS/maxAllowedValue>,'100'^^[xsd:double]
<https://github.com/traitecoevo/APD/0030411>,<http://terminologies.gfbio.org/terms/ETS/expectedUnit>,'a'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030411>,<https://w3id.org/uom/UCUM_code>,'a'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030411>,<http://terminologies.gfbio.org/terms/ETS/expectedUnit>,<https://w3id.org/uom/a>
<https://github.com/traitecoevo/APD/0030411>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0030008>
<https://github.com/traitecoevo/APD/0030411>,<http://purl.org/dc/terms/created>,'14/07/2021'^^[xsd:date]
<https://github.com/traitecoevo/APD/0030411>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0000003>
<https://github.com/traitecoevo/APD/0030411>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/NCIT_C25150>
<https://github.com/traitecoevo/APD/0030411>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0001309>
<https://github.com/traitecoevo/APD/0030411>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0001995>
<https://github.com/traitecoevo/APD/0030411>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/GO_0000003>
<https://github.com/traitecoevo/APD/0030411>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/PO_0007616>
<https://github.com/traitecoevo/APD/0030411>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/PATO_0000261>
<https://github.com/traitecoevo/APD/0030411>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/ENVO_01000786>
<https://github.com/traitecoevo/APD/0030411>,<http://semanticscience.org/resource/SIO_000147>,<http://vocabs.lter-europe.net/EnvThes/21488>
<https://github.com/traitecoevo/APD/0030411>,<http://semanticscience.org/resource/SIO_000147>,<http://vocabs.lter-europe.net/EnvThes/20373>
<https://github.com/traitecoevo/APD/0030411>,<http://semanticscience.org/resource/SIO_000147>,<http://cerrado.linkeddata.es/ecology/fire#PlantResprout>
<https://github.com/traitecoevo/APD/0030411>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'Age at maturity of resprouts [BROT:41] (http://doi.org/10.1038/sdata.2018.135)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030511>,<http://www.w3.org/2004/02/skos/core#altLabel>,'seed_storage_location'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030511>,<http://www.w3.org/2000/01/rdf-schema#label>,'Seed storage location'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030511>,<http://purl.org/dc/terms/description>,"'The location [NCIT:C25341] of a plant's [PO:0000003] seedbank [MESH:D000068098], indicating locations where mature [PATO:0001701] seeds [PO:0009010] are stored and remain viable [PATO:0000169] until germination [GO:0009845].'@en"
<https://github.com/traitecoevo/APD/0030511>,<http://purl.org/dc/terms/description>,"'Location of a plant's seedbank, the location where mature seeds are stored and viable until germinating.'@en"
<https://github.com/traitecoevo/APD/0030511>,<http://www.w3.org/2000/01/rdf-schema#comment>,"'Related traits include `seed_longevity`, `soil_seedbank`, `canopy_seedbank`, and `serotiny`.'@en"
<https://github.com/traitecoevo/APD/0030511>,<http://www.w3.org/2004/02/skos/core#inScheme>,'https://github.com/traitecoevo/APD'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030511>,<http://terminologies.gfbio.org/terms/ETS/valueType>,<http://purl.obolibrary.org/obo/STATO_0000252>
<https://github.com/traitecoevo/APD/0030511>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0030602>
<https://github.com/traitecoevo/APD/0030511>,<http://www.w3.org/2004/02/skos/core#broader>,<NA>
<https://github.com/traitecoevo/APD/0030511>,<http://www.w3.org/2004/02/skos/core#broader>,<NA>
<https://github.com/traitecoevo/APD/0030511>,<http://purl.org/dc/terms/created>,'14/07/2021'^^[xsd:date]
<https://github.com/traitecoevo/APD/0030511>,<http://www.w3.org/2004/02/skos/core#changeNote>,'REMOVE?'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030511>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0009010>
<https://github.com/traitecoevo/APD/0030511>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0000003>
<https://github.com/traitecoevo/APD/0030511>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0009001>
<https://github.com/traitecoevo/APD/0030511>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0000140>
<https://github.com/traitecoevo/APD/0030511>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0001995>
<https://github.com/traitecoevo/APD/0030511>,<http://purl.org/dc/terms/references>,<https://doi.org/10.1007/BF02858770>
<https://github.com/traitecoevo/APD/0030511>,<http://purl.org/dc/terms/references>,<https://doi.org/10.1080/07352689.2020.1768465>
<https://github.com/traitecoevo/APD/0030511>,<http://purl.org/dc/terms/references>,<https://github.com/traitecoevo/APD#ISBN_9780124145467>
<https://github.com/traitecoevo/APD/0030511>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/GO_0009845>
<https://github.com/traitecoevo/APD/0030511>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.bioontology.org/ontology/MESH/D000068098>
<https://github.com/traitecoevo/APD/0030511>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/GO_0000003>
<https://github.com/traitecoevo/APD/0030511>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/TO_0000345>
<https://github.com/traitecoevo/APD/0030511>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/ENVO_00001998>
<https://github.com/traitecoevo/APD/0030511>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/ENVO_01001242>
<https://github.com/traitecoevo/APD/0030511>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/GO_0010162>
<https://github.com/traitecoevo/APD/0030511>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'Seedbank type [TRY:159] (https://www.try-db.org/de/de.php)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030512>,<http://www.w3.org/2004/02/skos/core#altLabel>,'canopy_seedbank'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030512>,<http://www.w3.org/2000/01/rdf-schema#label>,'Canopy seedbank'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030512>,<http://purl.org/dc/terms/description>,"'A binary trait which is whether there is a canopy [ENVO:01001242] seedbank [MESH:D000068098], indicating that a plant's [PO:0000003] mature [PATO:0001701] seeds [PO:0009010] are retained in the plant canopy and remain viable [PATO:0000169] stored in the canopy until an environmental cue triggers their release; germination [GO:0009845] occurs only after the seeds are released.'@en"
<https://github.com/traitecoevo/APD/0030512>,<http://purl.org/dc/terms/description>,"'A binary trait which is whether mature seeds are retained in the plant canopy and remain viable in the plant canopy, acting as an aerial seedbank until an environmental cue triggers their release; germination occurs only after the seeds are released.'@en"
<https://github.com/traitecoevo/APD/0030512>,<http://www.w3.org/2000/01/rdf-schema#comment>,"'Related traits include `seed_storage_location`, `seed_longevity`, `soil_seedbank`, and `serotiny`.'@en"
<https://github.com/traitecoevo/APD/0030512>,<http://www.w3.org/2004/02/skos/core#inScheme>,'https://github.com/traitecoevo/APD'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030512>,<http://terminologies.gfbio.org/terms/ETS/valueType>,<http://purl.obolibrary.org/obo/STATO_0000252>
<https://github.com/traitecoevo/APD/0030512>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0030602>
<https://github.com/traitecoevo/APD/0030512>,<http://www.w3.org/2004/02/skos/core#broader>,<NA>
<https://github.com/traitecoevo/APD/0030512>,<http://www.w3.org/2004/02/skos/core#broader>,<NA>
<https://github.com/traitecoevo/APD/0030512>,<http://purl.org/dc/terms/created>,'14/07/2021'^^[xsd:date]
<https://github.com/traitecoevo/APD/0030512>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0009010>
<https://github.com/traitecoevo/APD/0030512>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0000003>
<https://github.com/traitecoevo/APD/0030512>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0009001>
<https://github.com/traitecoevo/APD/0030512>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0000140>
<https://github.com/traitecoevo/APD/0030512>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0001995>
<https://github.com/traitecoevo/APD/0030512>,<http://purl.org/dc/terms/references>,<https://doi.org/10.1007/BF02858770>
<https://github.com/traitecoevo/APD/0030512>,<http://purl.org/dc/terms/references>,<https://doi.org/10.1080/07352689.2020.1768465>
<https://github.com/traitecoevo/APD/0030512>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/GO_0009845>
<https://github.com/traitecoevo/APD/0030512>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.bioontology.org/ontology/MESH/D000068098>
<https://github.com/traitecoevo/APD/0030512>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/GO_0000003>
<https://github.com/traitecoevo/APD/0030512>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/TO_0000345>
<https://github.com/traitecoevo/APD/0030512>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/ENVO_01001242>
<https://github.com/traitecoevo/APD/0030512>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/GO_0010162>
